player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
"James, Richie",WR,KCC,NA,2.2,1.3,12,NA,NA,0,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,13724,CIN,0.3,0,0,0,0,0,0,9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodge, KhaDarel",WR,ATL,NA,1.5,1,13,NA,NA,0,NA,-0.1,NA,0,0,1.4,NA,NA,FantasySharks,13963,@CHI,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harty, Deonte",WR,BUF,NA,1.2,0.9,10,NA,NA,0.1,NA,0.1,NA,0,0,1.4,NA,NA,FantasySharks,14558,NEP,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dortch, Greg",WR,ARI,NA,2,1.3,10,NA,NA,0,NA,1,NA,0,0,1.4,NA,NA,FantasySharks,14108,@PHI,0.2,0,0,0,0,0,0,16,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bobo, Jake",WR,SEA,NA,1.6,0.9,8,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,16393,PIT,0.1,0,0,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heath, Malik",WR,GBP,NA,1.8,0.9,8,NA,NA,0.1,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,16413,@MIN,0.3,0.1,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erickson, Alex",WR,LAC,NA,1.9,1,12,NA,NA,0,NA,-0.1,NA,0,0,1.3,NA,NA,FantasySharks,12913,@DEN,0.3,0,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thornton, Tyquan",WR,NEP,NA,2.4,1.1,11,NA,NA,0,NA,1,NA,0,0,1.3,NA,NA,FantasySharks,15787,@BUF,0.1,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gipson, Xavier",WR,NYJ,NA,1.9,0.8,10,NA,NA,0,NA,2,NA,0,0,1.3,NA,NA,FantasySharks,16416,@CLE,0.2,0,0,0,0,0,0,22,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Parker",WR,JAC,NA,1.7,0.9,8,NA,NA,0.1,NA,0,NA,0,0.1,1.3,NA,NA,FantasySharks,16192,CAR,0.2,0,0.1,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Ronnie",WR,SFO,NA,0.7,0.3,4,NA,NA,0.1,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,16202,@WAS,0.1,0,0.1,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Steven",WR,HOU,NA,1.4,0.9,10,NA,NA,0,NA,2,NA,0,0,1.2,NA,NA,FantasySharks,14613,TEN,0.1,0,0,0,0,0,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Velus",WR,CHI,NA,0.9,0.4,4,NA,NA,0,NA,5,NA,0,0,1.2,NA,NA,FantasySharks,15767,ATL,0.1,0,0,0,0,0,0,24,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kirkwood, Keith",WR,NOS,NA,1.1,0.6,5,NA,NA,0.1,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,13882,@TBB,0.3,0.1,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Claypool, Chase",WR,MIA,NA,1.9,0.7,9,NA,NA,0,NA,1,NA,0,0,1.1,NA,NA,FantasySharks,14841,@BAL,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Brown, Equanimeous",WR,CHI,NA,2,1,10,NA,NA,0,NA,1,NA,0,0,1.1,NA,NA,FantasySharks,13637,ATL,0.2,0,0,0,0,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pringle, Byron",WR,WAS,NA,1.7,0.9,10,NA,NA,0,NA,0,NA,0,0,1.1,NA,NA,FantasySharks,13863,SFO,0.1,0,0,0,0,0,0,14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scott, Tyler",WR,CHI,NA,1.6,0.8,9,NA,NA,0,NA,3,NA,0,0.1,1,NA,NA,FantasySharks,16205,ATL,0.2,0,0,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hutchinson, Xavier",WR,HOU,NA,1.6,0.5,7,NA,NA,0,NA,2,NA,0,0,0.9,NA,NA,FantasySharks,16201,TEN,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompkins, Deven",WR,TBB,NA,1.7,0.9,5,NA,NA,0,NA,3,NA,0,0.1,0.9,NA,NA,FantasySharks,15977,NOS,0.3,0,0,0,0,0,0,20,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Tim",WR,JAC,NA,2.1,1.2,9,NA,NA,0,NA,-0.1,NA,0,0,0.9,NA,NA,FantasySharks,16005,CAR,0.3,0,0,0,0,0,0,10,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boutte, Kayshon",WR,NEP,NA,2.1,0.8,9,NA,NA,0,NA,1,NA,0,0,0.9,NA,NA,FantasySharks,16193,@BUF,0.1,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guyton, Jalen",WR,LAC,NA,2.1,1.2,8,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,14337,@DEN,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toure, Samori",WR,GBP,NA,1.3,0.4,7,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,15841,@MIN,0.3,0,0,0,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pascal, Zach",WR,ARI,NA,3.1,0.9,7,NA,NA,0,NA,1,NA,0,0,0.8,NA,NA,FantasySharks,13488,@PHI,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montgomery, D.J.",WR,IND,NA,1.2,0.5,6,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,14486,LVR,0.1,0,0,0,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Julio",WR,PHI,NA,1.5,0.8,5,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,10271,ARI,0.4,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callaway, Marquez",WR,NOS,NA,1.9,0.8,7,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,15034,@TBB,0.4,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherfield, Trent",WR,BUF,NA,1.8,0.7,7,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,13893,NEP,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, David",WR,TBB,NA,0.3,0.1,3,NA,NA,0.1,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,13348,NOS,0.1,0,0,0,0,0,0.1,14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Derius",WR,LAC,NA,0.9,0.8,2,NA,NA,0,NA,3,NA,0,0,0.6,NA,NA,FantasySharks,16299,@DEN,0.1,0,0,0,0,0,0,15,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reagor, Jalen",WR,NEP,NA,1.1,0.4,5,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,14839,@BUF,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowder, Jamison",WR,WAS,NA,0.7,0.5,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,12184,SFO,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Charlie",WR,CIN,NA,1.1,0.6,4,NA,NA,0,NA,0.1,NA,0,0,0.5,NA,NA,FantasySharks,16203,@KCC,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks, Jalen",WR,DAL,NA,0.3,0.3,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,16364,DET,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ezukanma, Erik",WR,MIA,NA,0.6,0.2,3,NA,NA,0,NA,3,NA,0,0,0.5,NA,NA,FantasySharks,15780,@BAL,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bowden, Lynn",WR,NOS,NA,1.2,0.3,2,NA,NA,0,NA,3,NA,0,0,0.5,NA,NA,FantasySharks,14843,@TBB,0.2,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jarrett, Rakim",WR,TBB,NA,0.8,0.3,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,16198,NOS,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorsett, Phillip",WR,DEN,NA,1.2,0.4,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,12188,LAC,0.2,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boykin, Miles",WR,PIT,NA,0.8,0.6,3,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,14125,@SEA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, DeAndre",WR,LVR,NA,0.6,0.2,3,NA,NA,0,NA,1,NA,0,0,0.4,NA,NA,FantasySharks,12394,@IND,0.1,0,0,0,0,0,0,15,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dowell, Colton",WR,TEN,NA,0.5,0.3,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,16354,@HOU,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Snead, Willie",WR,SFO,NA,1.1,0.5,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,11951,@WAS,0.3,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milne, Dax",WR,WAS,NA,0.8,0.2,2,NA,NA,0,NA,0.1,NA,0,0,0.3,NA,NA,FantasySharks,15326,SFO,0.1,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray, Danny",WR,SFO,NA,0.8,0.3,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,15782,@WAS,0.1,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Michael",WR,CLE,NA,0.4,0.2,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,15792,NYJ,0,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schnell, Spencer",WR,TBB,NA,0.5,0.2,1,NA,NA,0,NA,1,NA,0,0,0.2,NA,NA,FantasySharks,14589,NOS,0,0,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charles, Irvin",WR,NYJ,NA,0.7,0,0,NA,NA,0,NA,1,NA,0,0,0.1,NA,NA,FantasySharks,15984,@CLE,0,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trammell, Austin",WR,LAR,NA,0.4,0.2,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16120,@NYG,0,0,0,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eskridge, D'Wayne",WR,SEA,NA,0.5,0.1,0,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,15302,PIT,0.1,0,0,0,0,0,0,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,7.8,7.8,110.2,NA,NA,1,0.5,2.4,NA,0,0,17.3,NA,12197,FleaFlicker,12801,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR3,1,112.6,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,7.2,7.2,95.4,NA,NA,1,1,5.6,NA,0.1,0,16.32,NA,15523,FleaFlicker,14832,DETSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR1,1.1,101,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,6.6,6.6,95.3,NA,NA,1,0,0.4,NA,0,0,15.51,NA,15540,FleaFlicker,14836,GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR4,1,95.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,4.7,4.7,81.9,NA,NA,1,0,0.4,NA,0,0,14.19,NA,15531,FleaFlicker,14840,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR8,1,82.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,5.7,5.7,78,NA,NA,1,0,0.1,NA,0,0,13.75,NA,14694,FleaFlicker,14104,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR2,1,78.2,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,4.8,4.8,71.3,NA,NA,1,0,0.1,NA,0,0,13.1,NA,10252,FleaFlicker,11671,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR6,1,71.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,4.5,4.5,68.2,NA,NA,0.5,2.6,13.7,NA,0.2,0,11.95,NA,14702,FleaFlicker,14136,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR10,0.6,82,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St.,WR,WR,NA,6.7,6.7,83.3,NA,NA,0.5,0.3,1.6,NA,0,0,11.31,NA,16373,FleaFlicker,15287,@DALSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR5,0.5,84.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,5.4,5.4,76.9,NA,NA,0.5,1.2,6.6,NA,0.1,0,11.29,NA,17779,FleaFlicker,16211,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR14,0.5,83.5,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,5,5,75.4,NA,NA,0.5,0,0,NA,0,0,10.26,NA,16281,FleaFlicker,15290,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR22,0.5,75.4,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,LAR,NA,5.4,5.4,70,NA,NA,0.5,0.3,2.2,NA,0,0,10.18,NA,12970,FleaFlicker,13164,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR18,0.5,72.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KC,NA,6,6,70.7,NA,NA,0.5,0,0.1,NA,0,0,9.94,NA,17633,FleaFlicker,16194,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR24,0.5,70.7,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,5.5,5.5,76.7,NA,NA,0.3,0,0,NA,0,0,9.71,NA,16824,FleaFlicker,15754,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR19,0.3,76.7,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,5.6,5.6,77.7,NA,NA,0.3,0.2,1.2,NA,0,0,9.71,NA,16236,FleaFlicker,15284,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR11,0.3,79,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LV,NA,5.7,5.7,72.5,NA,NA,0.4,0,0,NA,0,0,9.67,NA,10295,FleaFlicker,11675,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR12,0.4,72.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,SEA,NA,4.3,4.3,66.9,NA,NA,0.5,0,0.1,NA,0,0,9.6,NA,14706,FleaFlicker,14102,PITSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR16,0.5,67,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,BUF,NA,5.7,5.7,69.3,NA,NA,0.4,0,0,NA,0,0,9.45,NA,11329,FleaFlicker,12186,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR7,0.4,69.3,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,TEN,NA,4.8,4.8,70.2,NA,NA,0.4,0.1,0.9,NA,0,0,9.35,NA,9311,FleaFlicker,11232,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR29,0.4,71,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,4.6,4.6,70.9,NA,NA,0.4,0,0.1,NA,0,0,9.26,NA,11177,FleaFlicker,12175,NYJThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR26,0.4,71,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,JAC,NA,4.4,4.4,58.5,NA,NA,0.4,0.9,4.6,NA,0,0,8.79,NA,13776,FleaFlicker,13629,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR27,0.4,63.1,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,4.7,4.7,66.4,NA,NA,0.3,0.3,1.6,NA,0,0,8.74,NA,13764,FleaFlicker,13635,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR9,0.3,68,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,4.7,4.7,61.5,NA,NA,0.4,0,0.1,NA,0,0,8.64,NA,16253,FleaFlicker,15282,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR15,0.4,61.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,5.2,5.2,62.2,NA,NA,0.3,0.4,1.8,NA,0,0,8.4,NA,12926,FleaFlicker,13163,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR36,0.3,64,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJa'Marr Chase,WR,CIN,NA,4.7,4.7,60.9,NA,NA,0.3,0,0.5,NA,0,0,8.06,NA,16250,FleaFlicker,15281,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR20,0.3,61.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTKeenan Allen,WR,LAC,NA,5.5,5.5,64.8,NA,NA,0.3,0,0.2,NA,0,0,8.04,NA,9380,FleaFlicker,11222,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR17,0.3,65,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTMichael Pittman,WR,IND,NA,5.5,5.5,62.7,NA,NA,0.3,0,0,NA,0,0,7.99,NA,15603,FleaFlicker,14842,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR13,0.3,62.8,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,4.1,4.1,59.6,NA,NA,0.3,0,0.1,NA,0,0,7.97,NA,15585,FleaFlicker,14835,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR31,0.3,59.7,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,3.7,3.7,58.4,NA,NA,0.3,0.1,2,NA,0,0,7.72,NA,16859,FleaFlicker,15762,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR43,0.3,60.5,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,4.5,4.5,54,NA,NA,0.3,0.8,3.3,NA,0,0,7.71,NA,17595,FleaFlicker,16190,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR21,0.3,57.3,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,5.2,5.2,62.3,NA,NA,0.2,0.3,1.7,NA,0,0,7.7,NA,16798,FleaFlicker,15753,@CLEThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR25,0.2,64,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,4.8,4.8,55.9,NA,NA,0.3,0,0.1,NA,0,0,7.65,NA,11242,FleaFlicker,12187,PITSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR32,0.3,56,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJordan Addison,WR,MIN,NA,4.2,4.2,54.5,NA,NA,0.4,0,0.1,NA,0,0,7.64,NA,17613,FleaFlicker,16186,GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR35,0.4,54.6,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,4.4,4.4,57.9,NA,NA,0.2,0,0.1,NA,0,0,7.25,NA,14746,FleaFlicker,14109,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR28,0.2,57.9,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,CAR,NA,4.9,4.9,54.6,NA,NA,0.3,0,0.1,NA,0,0,7.09,NA,9891,FleaFlicker,11938,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR41,0.3,54.7,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTChristian Watson,WR,GB,NA,3.2,3.2,44.2,NA,NA,0.4,0.5,2.4,NA,0,0,6.9,NA,16896,FleaFlicker,15789,@MINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR38,0.4,46.6,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,4.1,4.1,55,NA,NA,0.2,0,0,NA,0,0,6.9,NA,16823,FleaFlicker,15751,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR30,0.2,55,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,HOU,NA,3.4,3.4,52.1,NA,NA,0.3,0,0.1,NA,0,0,6.86,NA,13120,FleaFlicker,13172,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR49,0.3,52.1,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,PIT,NA,4,4,50.5,NA,NA,0.3,0,0.1,NA,0,0,6.82,NA,14754,FleaFlicker,14208,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR34,0.3,50.6,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demario Douglas,WR,NE,NA,4.3,4.3,52.6,NA,NA,0.2,0.4,2.1,NA,0,0,6.74,NA,17724,FleaFlicker,16342,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR46,0.2,54.7,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
